Chat history:
1. CHATBOT: "Hi! I’m here to help you achieve your goals!
Together, we’ll define a goal step by step and set your first action to get started. **If you have any questions**, need clarification, or would like additional advice, **don’t hesitate to ask me**.

**So, what’s a goal you’d like to work on?**"
2. USER: "Maybe, uh, doing better in school?"
3. CHATBOT: "Improving your performance in school is a fantastic goal! It can open up so many opportunities for you in the future. **Do you already have a strategy or plan in mind to help you achieve this goal?**

For example:  
- Effective time management skills  
- Strong study habits  
- Access to tutoring resources"
4. USER: "Strategy? Isn't that, like, optional?"
5. CHATBOT: "Having a strategy can really help in achieving your goals more effectively, but it's okay if you don't have one yet. **Do you think you might need help in developing a strategy to do better in school?**"
6. USER: "Yeah, I guess, maybe. Kinda."
7. CHATBOT: "Alright, this sounds more like we should first set a learning oriented goal to make sure you follow the best strategy to achieve doing better in school. A learning goal can define strategies, skills, or procedures you want to develop in order to master a task. 

**What could be your learning oriented goal?**

For Example:
1. Identify and implement effective study techniques that improve retention and understanding of the material.
2. Develop a time management plan to allocate sufficient time for each subject and balance schoolwork with extracurricular activities.
3. Seek feedback from teachers on areas of improvement and create a plan to address those areas."
8. USER: "How about... no goals yet?"
9. CHATBOT: "That's perfectly okay! Sometimes it takes a bit of reflection to identify the right learning goals. 

**What do you think you need to learn or improve on to do better in school?**"
10. USER: "Not sure. Maybe better focus?"
11. CHATBOT: "Improving focus is a great learning goal! You could explore strategies like mindfulness exercises, setting specific study times, or creating a distraction-free study environment. 

**Would you like to set a learning goal around improving focus?**"
12. USER: "Meh, focus isn't that crucial."
13. CHATBOT: "That's understandable. Let's explore other areas that might help you do better in school. 

**Is there a specific subject or skill you feel you need to improve on?**"
14. USER: "Math, but it's kinda boring."
15. CHATBOT: "I understand that math can sometimes feel boring, but finding ways to make it more engaging could be a great learning goal. You could explore interactive math games, real-world applications, or study groups to make it more interesting. 

**Would you like to set a learning goal around making math more engaging and improving your skills in it?**"
16. USER: "I guess, but what else?"
17. CHATBOT: "In addition to making math more engaging, you could set a learning goal to develop problem-solving skills, which are crucial in math. This could involve practicing different types of math problems, learning new problem-solving techniques, or even teaching math concepts to others to reinforce your understanding. 

**Does focusing on problem-solving skills in math sound like a good learning goal for you?**"
18. USER: "Yeah, sorta, in theory."
19. CHATBOT: "Great! Focusing on problem-solving skills can really enhance your understanding and make math more enjoyable. 

**Would you like to set this as your learning goal, or is there another area you'd like to explore?**"
20. USER: "Maybe something less math-y?"
21. CHATBOT: "Absolutely, we can explore other areas! How about focusing on improving your reading comprehension or writing skills, which are valuable across all subjects? 

**Does setting a learning goal around enhancing reading or writing skills sound appealing to you?**"
22. USER: "Reading, maybe. Writing sounds tedious."
23. CHATBOT: "Improving reading comprehension is a fantastic goal and can make learning in all subjects easier and more enjoyable. You could focus on strategies like summarizing texts, identifying key themes, or expanding your vocabulary. 

**Would you like to set a learning goal around enhancing your reading skills?**"
24. USER: "Sure, why not? Reading's okay."
25. CHATBOT: "Your goal of enhancing reading comprehension skills already sounds good. **Could you try making your goal even more specific?**

For Example:
Summarize three texts weekly to enhance comprehension by June 30."
26. USER: "Um, maybe two texts monthly?"
27. CHATBOT: "That sounds like a good plan! **When exactly do you want to achieve this goal?**"
28. USER: "Sometime this, like, year?"
29. CHATBOT: "I understand you're aiming for this year. **Could you specify an exact date, like December 31st, to achieve your goal?**"
30. USER: "December 31st sounds fine."
31. CHATBOT: "Your goal of summarizing two texts monthly sounds now more specific. **Do you think you could now make it even more challenging while still being achievable for you?** If you can't, this is also okay.

You could make your goal more challenging by:  
1. Summarizing two texts weekly starting today.  
2. Summarizing four texts monthly by December 31st.  
3. Summarizing two texts bi-weekly starting this week."
32. USER: "All seem a bit ambitious."
